2023-04-13,Mill Creek @ Canyon Mouth,25.1,3.63,25.1,29.0,150.0,86.55172413793105,16.733333333333334
2023-04-13,Mill Creek @ 460 West,40.4,18.2,41.6,65.0,295.5,62.153846153846146,13.671742808798646
2023-04-13,Red Butte Creek @ Fort Douglas,26.9,0.23,33.0,0.0,0.0,0.0,0.0
2023-04-13,Red Butte Creek @ Miller Park,6.3,1.36,16.2,34.0,182.0,18.529411764705884,3.4615384615384617
2023-04-13,Big Cottonwood Creek @ 300 West,230.0,21.4,245.0,238.0,849.7,96.63865546218487,27.0683770742615
2023-04-13,Big Cottonwood Creek @ Canyon Mouth,129.0,18.7,131.0,264.0,700.6,48.86363636363637,18.412789037967457
2023-04-13,Big Cottonwood Creek @ Cottonwood Lane,153.0,3.23,301.0,255.0,699.3,60.0,21.87902187902188
2023-04-13,Big Cottonwood Creek @ Creekside Park,167.0,7.9,177.0,253.0,699.6,66.00790513833992,23.87078330474557
2023-04-13,Little Cottonwood Creek @ 300 West,69.7,10.4,72.4,281.0,800.4,24.804270462633454,8.708145927036483
2023-04-13,Little Cottonwood Creek @ Crestwood Park,62.9,2.95,69.1,260.0,715.0,24.19230769230769,8.797202797202797
2023-04-13,Little Cottonwood Creek @ Tanners Flat,7.2,0.0,0.0,343.0,492.0,2.099125364431487,1.4634146341463417
2023-04-13,Parleys Creek @ Canyon Mouth,64.8,52.8,132.0,45.0,450.5,144.0,14.384017758046614
2023-04-13,Parleys Creek @ Hidden Hollow,60.0,58.5,127.0,0.0,0.0,0.0,0.0
2023-04-13,Bingham Creek @ Jordan River,4.0,2.61,10.0,49.7,250.0,8.048289738430583,1.6
2023-04-13,City Creek @ Memory Grove,26.5,3.1,34.6,35.0,155.4,75.71428571428571,17.052767052767052
2023-04-13,Emigration Creek @ Canyon Mouth,95.6,3.43,158.0,32.0,120.0,298.75,79.66666666666666
2023-04-13,Emigration Creek @ Westminster,129.0,7.24,137.0,34.79,53.37,370.7962058062662,241.70882518268692
2023-04-13,Midas Creek @ Jordan River ,3.2,2.97,5.0,50.0,120.0,6.4,2.666666666666667
2023-04-13,Jordan River Surplus Canal,512.0,238.0,512.0,0.0,0.0,0.0,0.0
2023-04-13,Jordan River @ 9000 South,335.0,231.0,345.0,367.0,900.0,91.28065395095368,37.22222222222222
2023-04-13,Jordan River @ 4800 S ,372.0,208.0,378.0,550.0,740.0,67.63636363636364,50.27027027027027
2023-04-13,Jordan River @ 1700 South,135.0,104.0,149.0,0.0,0.0,0.0,0.0
2023-04-13,Jordan River @ 500 North,335.0,231.0,345.0,367.0,900.0,91.28065395095368,37.22222222222222
